,title,isactual,length,public,cover,theme,goal,illustrated,bestseller,author,triggerw,genre,subgenre,rating,punctuation,saga,language,difficulty
182,La busqueda del objeto perdido,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Susanna Doyle),,Historical,Fiction_History,2.998259018655021,0,,,
183,El destino de los abandonados,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Susanna Doyle),,Historical,Fiction_History,8.247976083421126,0,,,
184,La danza de la insurreccion,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Terrance Fernandez),,Historical,Fiction_History,2.071228486863767,0,,,
185,La balada de los heroes caidos,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Terrance Fernandez),,Historical,Fiction_History,6.088507584932469,0,,,
186,La guerra en las tinieblas,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Susanna Doyle),,Historical,Fiction_History,8.078890861114935,0,,,
187,El renacimiento de una sociedad,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Susanna Doyle),,Historical,Fiction_History,3.2782375698017874,0,,,
188,El grito de la liberacion,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Susanna Doyle),,Historical,Fiction_History,7.58476251325933,0,,,
189,El amor en tiempos de conflicto,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Terrance Fernandez),,Historical,Fiction_History,3.6916828695224235,0,,,
190,La llama de la revolucion,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Terrance Fernandez),,Historical,Fiction_History,2.2387454494606045,0,,,
191,La sombra del detective,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 13 9 11 14 10 5},Mystery,Police,1.1235885593810613,0,,,
192,El enigma de la calle desierta,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,1.9035026730640707,0,,,
193,El secreto detras del crimen,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),{ 13 5 1 9 10},Mystery,Police,4.416037658698055,0,,,
194,La noche del misterio sin resolver,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 5 10 1 11 9 14 12},Mystery,Police,4.5358924033193535,0,,,
195,El caso del inspector perdido,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),{ 1 11 9 13 10},Mystery,Police,9.191094606113692,0,,,
196,El laberinto de las pistas ocultas,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 13 1 10 11 9 12},Mystery,Police,8.161613365280056,0,,,
197,El silencio de la victima,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,6.246229723367582,0,,,
198,El puzzle del asesinato perfecto,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,5.441617225528007,0,,,
199,El detective y la sombra del pasado,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,3.050966217133722,0,,,
200,El misterio de la habitacion cerrada,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,8.888320737548856,0,,,
201,El enigma de la carta anonima,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,7.9381205587075225,0,,,
202,La traicion del alguacil,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),{ 14 10 11 13},Mystery,Police,1.0941351144861629,0,,,
203,El caso del testigo desaparecido,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,8.834465337599227,0,,,
204,La conspiracion del juez corrupto,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,9.185834622473966,0,,,
205,El secreto del informante anonimo,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 11 5 9},Mystery,Police,2.0572886710427536,0,,,
206,La red de enganos policiales,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,2.461532494162168,0,,,
207,El misterio de la casa abandonada,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,9.980939591989404,0,,,
208,El enigma del reloj sin agujas,FALSE,short,adult,pocket,,,FALSE,TRUE,Author(Nihal Ekici),,Mystery,Police,2.761775024657519,0,,,
209,El caso del detective sin nombre,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,7.718676105009112,0,,,
210,La trampa del inspector infiltrado,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,2.0334828452977565,0,,,
211,El secreto de la victima silenciosa,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 1 11 9 14},Mystery,Police,1.329084204758236,0,,,
212,La sombra del crimen perfecto,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,1.2391903753833287,0,,,
213,El laberinto de los sospechosos,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,4.854346347484277,0,,,
214,El misterio de la marca de sangre,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,6.94119026462441,0,,,
215,El enigma del testigo misterioso,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 5 13 11},Mystery,Police,8.21994636615204,0,,,
216,La traicion del detective leal,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 1 14},Mystery,Police,8.471272205850585,0,,,
217,El caso del asesinato sin motivo,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,6.851751446269732,0,,,
218,El secreto del jurado manipulado,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,8.79101376490474,0,,,
219,La red de conspiraciones policiales,TRUE,medium,adult,pocket,,,FALSE,TRUE,Author(Mathias Blanc),{ 5 1 9},Mystery,Police,1.6665027895663629,0,,,
220,El misterio de la mansion embrujada,FALSE,medium,adult,hard,,,FALSE,TRUE,Author(Nihal Ekici),,Mystery,Police,7.674203635355488,0,,,
221,El enigma del cadaver sin identidad,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,1.9234094029506252,0,,,
222,La trampa del detective enmascarado,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,3.8877393974615924,0,,,
223,El secreto de la victima olvidada,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,5.576334131245391,0,,,
224,La sombra del crimen insoluble,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,5.261009312711741,0,,,
225,El laberinto de las pruebas falsas,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,4.965467015105345,0,,,
226,El misterio de la marca de fuego,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 11 10},Mystery,Police,7.475962411113065,0,,,
227,El enigma de la coartada perfecta,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Police,4.220168381890087,0,,,
228,El caso del detective sin rostro,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,8.042533592684777,0,,,
229,La traicion del inspector corrupto,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 1 13 14 10 11 9 5},Mystery,Police,6.8601650962342475,0,,,
230,El secreto del testigo amenazado,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 13},Mystery,Police,7.3680078382161485,0,,,
231,La red de mentiras policiales,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 13 9 5 14},Mystery,Police,6.99876712978746,0,,,
232,El misterio de la casa encantada,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 10 5 9},Mystery,Police,7.694429131361865,0,,,
233,El enigma del asesinato sin rastro,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 10 5 12 13 1 11},Mystery,Police,1.8570265206164769,0,,,
234,La trampa del detective traicionado,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,2.813002692585814,0,,,
235,El secreto de la victima desconocida,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Police,8.359134505640707,0,,,
236,El enigma de la sombra nocturna,TRUE,medium,adult,hard,,,FALSE,TRUE,Author(Mathias Blanc),{ 1 14 9},Mystery,Thriller_Mystery,7.374648373427425,0,,,
237,La trampa del laberinto mortal,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 11 10 14 12 9 1},Mystery,Thriller_Mystery,6.024615484451474,0,,,
238,El susurro de los secretos ocultos,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 11 5 13},Mystery,Thriller_Mystery,4.261507609811411,0,,,
239,La oscuridad tras la sonrisa,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 5 1 11 12 13 14},Mystery,Thriller_Mystery,7.778159107488714,0,,,
240,El juego del destino incierto,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 5 14 13 12 1},Mystery,Thriller_Mystery,6.418342465721195,0,,,
241,La sombra del pasado eterno,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Thriller_Mystery,7.798230628046543,0,,,
242,El enigma de la noche eterna,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Thriller_Mystery,6.885965223165299,0,,,
243,El laberinto de las mentiras,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Thriller_Mystery,4.319041115838151,0,,,
244,El secreto bajo la luna de sangre,FALSE,long,adult,soft,,,FALSE,TRUE,Author(Nihal Ekici),{ 12 10 13},Mystery,Thriller_Mystery,1.214126670517993,0,,,
245,El susurro de la muerte silenciosa,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 5 10 1 11 12 9},Mystery,Thriller_Mystery,1.5236233287844831,0,,,
246,El misterio de la mente perturbada,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 12 5 13 11 1 10 9},Mystery,Thriller_Mystery,1.892079993479097,0,,,
247,La oscuridad tras el espejo roto,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 1 13 11 14 10 5},Mystery,Thriller_Mystery,3.0845422027819422,0,,,
248,El juego del destino implacable,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Thriller_Mystery,5.734907599777634,0,,,
249,La sombra del pasado olvidado,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 9 13 10 11},Mystery,Thriller_Mystery,2.2114846290036403,0,,,
250,El enigma de los suspiros perdidos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 10 14 1 11},Mystery,Thriller_Mystery,4.715788041637133,0,,,
251,La trampa del laberinto infernal,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 11 9 10 12},Mystery,Thriller_Mystery,9.824792587471615,0,,,
252,El secreto bajo la piel palida,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 10 13 9},Mystery,Thriller_Mystery,6.816260761275327,0,,,
253,El susurro de la noche eterna,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 1 9 12 11 5 14},Mystery,Thriller_Mystery,7.2296581772275745,0,,,
254,El misterio de la habitacion vacia,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 12 13},Mystery,Thriller_Mystery,2.33158559210421,0,,,
255,La oscuridad tras la sonrisa falsa,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 9 11 1 13},Mystery,Thriller_Mystery,7.369739605708195,0,,,
256,El juego del destino traicionero,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Thriller_Mystery,8.185138528915353,0,,,
257,La sombra del pasado oscuro,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 1 5 12 13},Mystery,Thriller_Mystery,2.9036584783908475,0,,,
258,El enigma de los secretos prohibidos,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 14 12 9 13 10 1 11},Mystery,Thriller_Mystery,4.993880096774183,0,,,
259,La trampa del laberinto siniestro,TRUE,very_long,adult,hard,,,FALSE,TRUE,Author(Mathias Blanc),{ 12 13},Mystery,Thriller_Mystery,2.150331588040522,0,,,
260,El secreto bajo la mascara de porcelana,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 12},Mystery,Thriller_Mystery,9.35841405089957,0,,,
261,El susurro de la muerte acechante,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 12 1 11 14 5},Mystery,Thriller_Mystery,9.862605333279202,0,,,
262,El misterio de la mente atormentada,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 14 1 9 12 13},Mystery,Thriller_Mystery,9.729092745314183,0,,,
263,La oscuridad tras el espejo maldito,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 10 1 9 12 5 14 13},Mystery,Thriller_Mystery,4.690822803478451,0,,,
264,Sombras en la oscuridad,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 5 9},Mystery,Paranormal_Mystery,1.8162437819467774,0,,,
265,El misterio de la casa embrujada,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 10 5},Mystery,Paranormal_Mystery,4.230955309348666,0,,,
266,El secreto de la tumba olvidada,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),{ 12 5},Mystery,Paranormal_Mystery,2.087206971613246,0,,,
267,La puerta hacia lo desconocido,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 12},Mystery,Paranormal_Mystery,8.435234079130625,0,,,
268,El susurro de los espiritus,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Mathias Blanc),{ 12 14 1 9 13 5 11},Mystery,Paranormal_Mystery,7.133548996126591,0,,,
269,El fantasma de la mansion abandonada,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 1 14 5},Mystery,Paranormal_Mystery,3.971062054033312,0,,,
270,El laberinto de los suenos perdidos,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),{ 1 5 13 12},Mystery,Paranormal_Mystery,7.707820190860226,0,,,
271,La sombra que acecha en la penumbra,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 13 5},Mystery,Paranormal_Mystery,1.3768147840331042,0,,,
272,El misterio de la mirada perdida,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),{ 14 12},Mystery,Paranormal_Mystery,4.277372812545538,0,,,
273,El secreto del espejo encantado,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 11 10 5 14 1},Mystery,Paranormal_Mystery,1.3678406026361807,0,,,
274,La criatura de la oscuridad,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Paranormal_Mystery,3.684494754036896,0,,,
275,El enigma de la llave ancestral,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Mathias Blanc),,Mystery,Paranormal_Mystery,8.138654122228303,0,,,
276,El espiritu que vaga sin descanso,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),,Mystery,Paranormal_Mystery,2.1042491864965185,0,,,
277,Los secretos ocultos del viejo cementerio,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Nihal Ekici),{ 10},Mystery,Paranormal_Mystery,4.462351636481025,0,,,
278,El susurro de los muertos,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Nihal Ekici),{ 12 9},Mystery,Paranormal_Mystery,1.6681691480909104,0,,,
279,La sombra del monstruo invisible,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Mathias Blanc),{ 13 11},Mystery,Paranormal_Mystery,5.59877138300068,0,,,
280,El Reino de las Sombras Perdidas,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,2.9482596631803983,0,,,
281,El Susurro de los Dragones,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,2.5479012596179067,0,,,
282,El Oraculo de los Suenos Olvidados,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,2.4774945239814596,0,,,
283,La Espada de la Eternidad,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,6.15230969631518,0,,,
284,El Laberinto de las Almas Errantes,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,5.043937685280253,0,,,
285,La Cancion de los Elementos,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,3.11492108630648,0,,,
286,El Destino de los Portales,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,1.9365591106593794,0,,,
287,El Enigma de la Luna Magica,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,8.96225406553948,0,,,
288,El Legado de los Guardianes,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,8.545386581868142,0,,,
289,La Profecia de los Heroes,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,7.184593846193483,0,,,
290,Las Cronicas del Reino de Cristal,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,6.494325826734948,0,,,
291,El Misterio de la Piedra Encantada,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,6.5646007473279475,0,,,
292,La Senda de los Secretos Prohibidos,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,5.257157570548103,0,,,
293,El Velo de los Dioses Antiguos,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,7.951537075586049,0,,,
294,La Guerra de las Razas Miticas,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,2.3408659551963322,0,,,
295,El Despertar de los Seres de Luz,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,6.140188342993752,0,,,
296,El Laberinto de los Suenos Perdidos,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,4.861976037132743,0,,,
297,La Batalla de los Reinos Olvidados,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,2.271971987996375,0,,,
298,La Llave del Portal Dimensional,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,7.601019436817864,0,,,
299,El Ultimo Suspiro del Inmortal,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,High_Fantasy,1.407116374237551,0,,,
300,La Profecia de los Siete Reinos,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,7.71981193865207,0,,,
301,El Legado de los Elementales,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,3.758226241551189,0,,,
302,El Secreto de los Guardianes Celestiales,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,9.513424367953117,0,,,
303,La Espada del Destino,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,2.085641453248958,0,,,
304,El Misterio de la Isla Prohibida,TRUE,very_long,adult,hard,,,FALSE,TRUE,Author(Yuhim Shulika),,Fantasy,High_Fantasy,3.8886634664251694,0,,,
305,El Reino de las Sombras,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,8.037393991312367,0,,,
306,El Susurro de los Demonios,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,7.000009003408443,0,,,
307,El Laberinto de la Oscuridad,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,8.277425783367681,0,,,
308,El Velo de la Pesadilla,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,8.423091276351219,0,,,
309,La Danza de los Espectros,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,6.345546806313028,0,,,
310,El Legado de la Muerte,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,9.190770704333348,0,,,
311,El Resplandor de la Luna Negra,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,2.4076875171986307,0,,,
312,La Sombra del Caos,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,9.730166633666444,0,,,
313,El Jardin de las Almas Perdidas,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,9.030778615394196,0,,,
314,El Canto de los Condenados,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,3.758678961817285,0,,,
315,El Espejo de la Locura,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,9.254516136590855,0,,,
316,La Profecia de la Tormenta,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,3.6819870686897715,0,,,
317,El Origen de los Vampiros,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,2.718649665620582,0,,,
318,La Ciudad de los Susurros,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,8.361357340473171,0,,,
319,El Ultimo Suspiro,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,6.755265315100918,0,,,
320,El Manto de las Tinieblas,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,4.1891859270213345,0,,,
321,La Marca del Destino,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,3.9406873440827326,0,,,
322,La Corona de los Pesares,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,5.155841120053321,0,,,
323,El Laberinto de las Pesadillas,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,3.9825808832362593,0,,,
324,El Legado de las Criaturas,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,1.5728019841763596,0,,,
325,La Senda de los Sacrificios,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,7.967066166264143,0,,,
326,El Bosque de los Lamentos,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,1.3773773425611333,0,,,
327,El Eco de la Oscuridad,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,9.650930736315145,0,,,
328,La Cancion de los Condenados,TRUE,long,adult,hard,,,FALSE,TRUE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,6.170453859673725,0,,,
329,El Rostro del Miedo,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Dark_Fantasy,1.8430930493945445,0,,,
330,La Cosecha de las Almas,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Dark_Fantasy,4.408305950592445,0,,,
331,El Sueno de las Sombras,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,8.860106488861422,0,,,
332,El Laberinto de los Suenos,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,3.5637476733236237,0,,,
333,La Ciudad de los Mil Reflejos,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,2.865735600494281,0,,,
334,El Portal de los Destinos,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,3.0711485551319773,0,,,
335,El Reino de los Susurros,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,4.487730881172297,0,,,
336,Las Calles del Olvido,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,7.569079736093972,0,,,
337,La Torre de los Secretos,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,4.842680040603249,0,,,
338,El Bosque de los Susurros,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,1.1472866640512835,0,,,
339,El Laberinto de los Recuerdos,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,1.901993684659936,0,,,
340,La Ciudad de los Suenos Perdidos,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,3.579889583166774,0,,,
341,El Portal de las Pesadillas,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,1.3904193728490055,0,,,
342,El Reino de los Espejos,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,6.24294988378259,0,,,
343,Las Calles del Silencio,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,1.991526233892734,0,,,
344,La Torre de los Misterios,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Vedat Kutlay),,Fantasy,Urban_Fantasy,8.397342953356869,0,,,
345,El Bosque de las Sombras,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,7.755023943843692,0,,,
346,La Ciudad de los Deseos Prohibidos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Yuhim Shulika),,Fantasy,Urban_Fantasy,9.87683996859022,0,,,
